Transaction_Date,Price,Transaction_Type,Property_Type,Area_sqft,Location,Floor,Age_of_Property,Number_of_Rooms,Number_of_Bathrooms,Amenities,Orientation,Condition,Inflation_Rate,Interest_Rate,Exchange_Rate,Economic_Condition,Crime_Rate,Region_Average_Price,Days_on_Market
2019-03-21 13:52:15.553555356,5672812.0,Sale,Penthouse,10437.0,Business Bay,40.0,13.0,2.0,2.0,"Parking, Garden, Gym, Pool, Elevator",nan,New,,,3.98,Stable,5.54,5940122.0,146.0
2019-03-21 18:15:05.130513051,8121787.0,Sale,Townhouse,2682.0,Palm Jumeirah,7.0,26.0,3.0,1.0,"Parking, Garden, Pool, Gym, Elevator",South,New,3.2,3.15,3.92,Stable,5.4,8348242.0,14.0
2019-03-21 22:37:54.707470747,7747132.0,Sale,Penthouse,13633.0,Jumeirah,,38.0,1.0,4.0,"Pool, Garden, Gym",South,Under Construction,1.93,3.69,3.89,Stable,9.26,1580980.0,153.0
2019-03-22 03:00:44.284428443,12632874.0,Rent,Land,14225.0,Dubai Marina,37.0,31.0,,5.0,"Garden, Pool, Elevator",East,Renovated,4.33,3.26,3.99,Growth,8.24,6433028.0,276.0
2019-03-22 07:23:33.861386139,2658902.0,,Townhouse,5287.0,,28.0,3.0,2.0,5.0,Pool,North,New,4.63,4.65,3.88,Stable,2.1,3828680.0,283.0
2019-03-22 11:46:23.438343834,11824435.0,Rent,Villa,4223.0,Jumeirah,33.0,19.0,,2.0,"Gym, Elevator, Garden, Parking",South,Renovated,3.17,3.63,3.94,Recession,1.84,8073406.0,118.0
2019-03-22 16:09:13.015301530,5283025.0,Rent,Villa,5454.0,Business Bay,17.0,41.0,8.0,1.0,Gym,West,New,3.47,4.04,3.79,Growth,0.11,10893059.0,303.0
2019-03-22 20:32:02.592259226,837374.0,Sale,Land,1834.0,Palm Jumeirah,40.0,41.0,9.0,5.0,"Pool, Elevator, Gym",East,Under Construction,2.86,5.16,3.9,Recession,6.6,12429806.0,115.0
2019-03-23 00:54:52.169216922,12096725.0,Sale,Villa,7902.0,Jumeirah,38.0,28.0,,2.0,"Gym, Pool, Elevator",West,New,4.47,,3.95,Growth,9.12,,107.0
2019-03-23 05:17:41.746174617,9691353.0,Sale,Penthouse,8985.0,,36.0,8.0,8.0,4.0,Gym,East,Renovated,1.19,4.17,3.59,Stable,0.34,14549427.0,201.0
2019-03-23 09:40:31.323132313,1964878.0,Sale,Land,9770.0,Dubai Marina,45.0,22.0,8.0,2.0,"Elevator, Garden, Pool",North,Renovated,3.02,5.57,3.73,Recession,4.01,,80.0
2019-03-23 14:03:20.900090009,4766583.0,Rent,Townhouse,9370.0,Business Bay,37.0,46.0,,,"Pool, Elevator",West,Under Construction,,2.85,3.59,Stable,1.96,14664388.0,18.0
2019-03-23 18:26:10.477047705,7068494.0,Sale,Land,6514.0,Jumeirah,28.0,6.0,2.0,,Elevator,nan,Needs Renovation,4.53,2.4,3.6,Stable,8.6,6176294.0,330.0
2019-03-23 22:49:00.054005401,8645005.0,Sale,Penthouse,12939.0,,44.0,10.0,6.0,1.0,"Pool, Parking, Elevator, Gym, Garden",West,Needs Renovation,3.21,2.09,3.74,Growth,,,246.0
2019-03-24 03:11:49.630963096,2533177.0,nan,Land,14287.0,Business Bay,18.0,26.0,7.0,5.0,"Gym, Garden, Parking",West,Under Construction,2.03,4.89,3.66,Growth,3.04,,185.0
2019-03-24 07:34:39.207920792,3124296.0,Rent,Villa,12971.0,Dubai Marina,34.0,4.0,5.0,4.0,"Elevator, Gym",East,Renovated,1.92,3.99,3.85,Stable,9.65,10890173.0,188.0
2019-03-24 11:57:28.784878488,6639905.0,Rent,Apartment,8858.0,Palm Jumeirah,34.0,42.0,5.0,5.0,"Gym, Elevator, Parking, Pool, Garden",East,Needs Renovation,3.85,4.52,3.63,Recession,2.35,7232822.0,97.0
2019-03-24 16:20:18.361836184,7448369.0,Sale,Apartment,4315.0,Jumeirah,21.0,41.0,1.0,4.0,"Garden, Gym",South,New,3.23,4.63,3.54,Recession,0.64,10943110.0,165.0
2019-03-24 20:43:07.938793879,12165110.0,nan,Villa,1022.0,Dubai Marina,,22.0,7.0,5.0,"Elevator, Gym",North,Needs Renovation,4.21,4.8,3.51,Stable,6.84,5265701.0,23.0
2019-03-25 01:05:57.515751575,9744056.0,nan,Villa,11756.0,Jumeirah,37.0,5.0,,,Parking,South,Renovated,3.86,5.92,3.7,Stable,9.63,11551817.0,64.0
2019-03-25 05:28:47.092709271,8363756.0,Rent,Villa,5495.0,Downtown Dubai,,40.0,8.0,2.0,"Pool, Parking, Elevator, Garden, Gym",West,New,3.73,,3.76,Recession,4.52,6319790.0,335.0
2019-03-25 09:51:36.669666967,4146679.0,Rent,Penthouse,9019.0,Downtown Dubai,23.0,9.0,2.0,4.0,"Garden, Gym, Parking",West,Under Construction,3.44,5.96,3.63,Recession,2.34,7578387.0,307.0
2019-03-25 14:14:26.246624662,13030375.0,Sale,Townhouse,12464.0,Palm Jumeirah,7.0,32.0,2.0,4.0,"Garden, Gym",East,Under Construction,2.16,5.19,3.56,Stable,5.32,13760902.0,75.0
2019-03-25 18:37:15.823582358,7345923.0,Rent,Apartment,2320.0,Business Bay,32.0,4.0,7.0,2.0,"Elevator, Parking",East,Needs Renovation,4.44,2.72,3.8,Recession,,,108.0
2019-03-25 23:00:05.400540054,12292803.0,Rent,Penthouse,8124.0,Downtown Dubai,11.0,8.0,4.0,5.0,"Pool, Gym",East,Needs Renovation,1.72,5.85,3.64,Growth,1.71,5873532.0,91.0
2019-03-26 03:22:54.977497750,11734422.0,nan,Penthouse,9892.0,Downtown Dubai,41.0,25.0,1.0,4.0,"Gym, Pool, Garden, Elevator, Parking",South,New,1.35,4.49,3.61,Stable,6.09,3327964.0,44.0
2019-03-26 07:45:44.554455446,7742331.0,Sale,Townhouse,6838.0,Dubai Marina,4.0,16.0,1.0,5.0,"Pool, Elevator, Gym",East,Needs Renovation,2.55,4.92,3.69,Recession,6.65,3453088.0,340.0
2019-03-26 12:08:34.131413141,4454183.0,Rent,Land,10566.0,Jumeirah,49.0,28.0,1.0,4.0,"Parking, Garden, Elevator, Gym",South,Renovated,2.62,3.97,3.53,Growth,7.53,,317.0
2019-03-26 16:31:23.708370837,8422137.0,Rent,Villa,5220.0,Jumeirah,23.0,14.0,8.0,,Elevator,West,Needs Renovation,1.65,3.07,3.63,Recession,9.54,12373958.0,69.0
2019-03-26 20:54:13.285328533,3867839.0,Rent,Land,7627.0,Downtown Dubai,13.0,2.0,3.0,5.0,Garden,North,Under Construction,3.14,3.17,3.62,Growth,4.85,8641352.0,159.0
2019-03-27 01:17:02.862286229,9545138.0,Sale,Penthouse,13112.0,Dubai Marina,13.0,36.0,,4.0,"Garden, Gym",South,Renovated,4.76,3.63,3.61,Recession,3.03,8520785.0,241.0
2019-03-27 05:39:52.439243924,7186403.0,Rent,Penthouse,7349.0,Downtown Dubai,12.0,20.0,3.0,1.0,"Pool, Gym, Elevator, Parking, Garden",South,Renovated,3.07,5.95,3.98,Growth,4.58,2821382.0,353.0
2019-03-27 10:02:42.016201620,10262783.0,Rent,Villa,758.0,,5.0,9.0,6.0,1.0,"Garden, Gym, Parking, Pool",West,Renovated,1.88,2.43,3.8,Recession,,2111887.0,177.0
2019-03-27 14:25:31.593159316,12782924.0,Rent,Apartment,4669.0,Jumeirah,,13.0,9.0,5.0,"Garden, Parking",West,Under Construction,1.74,2.49,3.55,Stable,2.59,8967814.0,95.0
2019-03-27 18:48:21.170117012,965101.0,Rent,Penthouse,8029.0,Business Bay,38.0,14.0,6.0,4.0,Elevator,East,Under Construction,,4.87,3.99,Growth,4.58,,228.0
2019-03-27 23:11:10.747074707,1911081.0,Sale,Townhouse,10673.0,Downtown Dubai,17.0,13.0,1.0,3.0,"Parking, Garden, Gym, Pool, Elevator",West,Renovated,3.87,3.21,3.68,Recession,5.61,7617085.0,258.0
2019-03-28 03:34:00.324032403,6500332.0,nan,Land,10660.0,Dubai Marina,44.0,3.0,5.0,5.0,"Elevator, Parking, Garden, Gym",East,Renovated,2.68,3.67,3.7,Stable,4.37,3814858.0,232.0
2019-03-28 07:56:49.900990099,10522809.0,Rent,Townhouse,14416.0,,9.0,29.0,3.0,3.0,"Parking, Elevator",North,Needs Renovation,2.7,4.59,3.64,Growth,5.2,8395783.0,22.0
2019-03-28 12:19:39.477947795,14930923.0,Sale,Penthouse,14728.0,Palm Jumeirah,39.0,7.0,6.0,5.0,Elevator,West,Under Construction,,4.9,3.76,Recession,1.13,1844870.0,260.0
2019-03-28 16:42:29.054905491,6632809.0,Rent,Villa,8859.0,Palm Jumeirah,11.0,25.0,,3.0,"Pool, Gym, Garden, Elevator",North,Needs Renovation,1.57,2.57,3.77,Stable,5.51,5693430.0,124.0
2019-03-28 21:05:18.631863186,6658663.0,Rent,Villa,1565.0,Palm Jumeirah,37.0,45.0,2.0,4.0,Garden,East,Needs Renovation,3.13,,3.61,,,10889651.0,190.0
2019-03-29 01:28:08.208820882,12228651.0,Rent,Penthouse,3022.0,Palm Jumeirah,48.0,34.0,2.0,3.0,Gym,South,New,3.71,4.3,3.94,Recession,,12179286.0,54.0
2019-03-29 05:50:57.785778578,10786033.0,nan,Land,962.0,,32.0,31.0,,3.0,"Elevator, Garden, Parking, Gym",East,Under Construction,2.16,4.68,3.98,Recession,4.75,,252.0
2019-03-29 10:13:47.362736274,11232746.0,Sale,Villa,4881.0,,4.0,18.0,1.0,1.0,Parking,East,Under Construction,2.6,4.86,3.77,,7.95,8841488.0,42.0
2019-03-29 14:36:36.939693969,11869850.0,Rent,Penthouse,6693.0,Downtown Dubai,,28.0,6.0,3.0,"Garden, Gym, Parking, Pool",East,New,2.47,2.63,3.55,Stable,9.35,4076146.0,236.0
2019-03-29 18:59:26.516651665,13274985.0,Rent,Villa,12786.0,,5.0,27.0,6.0,4.0,"Garden, Gym, Parking",West,Under Construction,2.68,2.4,3.92,Stable,8.47,13024062.0,242.0
2019-03-29 23:22:16.093609361,11098304.0,Rent,Apartment,9409.0,Dubai Marina,5.0,9.0,8.0,2.0,"Garden, Pool, Elevator, Parking",East,Needs Renovation,4.02,3.11,3.57,Growth,0.87,,27.0
2019-03-30 03:45:05.670567057,8869952.0,Rent,Apartment,7195.0,Dubai Marina,28.0,24.0,,3.0,"Pool, Parking, Garden",West,Needs Renovation,3.38,5.52,3.84,Stable,0.49,1871378.0,67.0
2019-03-30 08:07:55.247524752,1111916.0,Rent,Townhouse,8964.0,Downtown Dubai,13.0,26.0,9.0,5.0,Pool,East,Under Construction,2.93,4.65,3.58,Growth,,3967390.0,287.0
2019-03-30 12:30:44.824482448,13713177.0,Rent,Apartment,7174.0,,43.0,14.0,,4.0,"Pool, Garden, Elevator, Gym, Parking",North,Needs Renovation,,2.93,3.52,Growth,4.94,8744612.0,239.0
2019-03-30 16:53:34.401440144,6256897.0,,Villa,6690.0,Palm Jumeirah,15.0,13.0,6.0,2.0,"Elevator, Pool, Gym, Parking",South,Renovated,1.22,4.44,3.83,Recession,1.02,4509304.0,26.0
2019-03-30 21:16:23.978397840,3373818.0,Rent,Townhouse,4023.0,Downtown Dubai,38.0,6.0,6.0,3.0,Pool,North,Needs Renovation,1.19,5.2,3.5,Stable,0.02,9208974.0,302.0
2019-03-31 01:39:13.555355536,2728390.0,Rent,Townhouse,11350.0,Palm Jumeirah,29.0,30.0,8.0,2.0,"Elevator, Gym",South,Under Construction,2.7,5.24,3.91,Stable,8.11,4437988.0,276.0
2019-03-31 06:02:03.132313231,12559608.0,Sale,Townhouse,2043.0,Downtown Dubai,30.0,47.0,3.0,1.0,"Parking, Pool, Gym",West,New,2.69,3.5,3.59,Recession,8.15,14019913.0,220.0
2019-03-31 10:24:52.709270927,12939103.0,Sale,Townhouse,2579.0,Downtown Dubai,4.0,5.0,9.0,4.0,"Gym, Garden, Parking, Elevator, Pool",nan,Needs Renovation,1.44,4.87,3.54,Stable,1.63,,271.0
2019-03-31 14:47:42.286228623,9660611.0,Rent,Villa,6959.0,Dubai Marina,3.0,44.0,2.0,4.0,"Elevator, Pool, Parking, Garden, Gym",North,New,2.36,,3.84,,1.55,,93.0
2019-03-31 19:10:31.863186319,14622734.0,Rent,Penthouse,2677.0,Downtown Dubai,2.0,40.0,,5.0,"Pool, Parking, Gym, Garden, Elevator",South,Under Construction,1.81,5.95,3.59,,,1180253.0,208.0
2019-03-31 23:33:21.440144014,5048483.0,Rent,Townhouse,10080.0,Jumeirah,5.0,15.0,2.0,1.0,"Parking, Gym",East,New,3.9,5.35,3.71,Stable,4.1,,102.0
2019-04-01 03:56:11.017101710,9510690.0,Sale,Land,4889.0,Business Bay,33.0,19.0,2.0,,"Parking, Pool, Gym",North,New,3.32,4.65,3.52,Recession,4.75,11723990.0,174.0
2019-04-01 08:19:00.594059406,3195051.0,Sale,Townhouse,3238.0,Palm Jumeirah,,13.0,1.0,2.0,"Gym, Pool",East,Renovated,1.11,4.97,3.67,Stable,9.4,2357079.0,215.0
2019-04-01 12:41:50.171017102,10255865.0,Sale,Land,2782.0,Jumeirah,23.0,33.0,1.0,3.0,"Pool, Gym",South,Under Construction,4.85,4.95,3.65,,,8368524.0,234.0
2019-04-01 17:04:39.747974797,4997436.0,Rent,Townhouse,9197.0,,20.0,25.0,6.0,3.0,"Pool, Garden, Elevator, Parking",West,Renovated,1.41,2.3,3.65,Recession,0.4,1938208.0,249.0
2019-04-01 21:27:29.324932493,12778424.0,Sale,Townhouse,3534.0,Palm Jumeirah,6.0,20.0,8.0,5.0,"Pool, Gym, Elevator, Garden",South,Needs Renovation,3.53,3.78,3.82,Recession,8.77,12938293.0,127.0
2019-04-02 01:50:18.901890189,11373281.0,Rent,Townhouse,10478.0,Dubai Marina,45.0,0.0,3.0,4.0,"Garden, Gym, Elevator, Pool",South,Under Construction,1.43,2.1,3.94,Stable,7.53,5690407.0,304.0
2019-04-02 06:13:08.478847885,1632350.0,Rent,Land,4908.0,Downtown Dubai,43.0,6.0,4.0,3.0,"Gym, Elevator, Pool",nan,Needs Renovation,1.76,3.25,3.76,Growth,2.33,4237593.0,305.0
2019-04-02 10:35:58.055805581,8041108.0,Rent,Apartment,5947.0,Palm Jumeirah,34.0,35.0,9.0,1.0,Elevator,East,New,3.43,,3.62,Growth,3.08,,282.0
2019-04-02 14:58:47.632763276,13606827.0,Sale,Apartment,11519.0,Downtown Dubai,42.0,13.0,6.0,3.0,"Gym, Garden, Elevator, Pool, Parking",North,Needs Renovation,2.18,,3.65,Recession,3.25,3389394.0,23.0
2019-04-02 19:21:37.209720972,6434120.0,Sale,Apartment,14969.0,Business Bay,16.0,6.0,,3.0,"Parking, Elevator",nan,New,2.97,,3.54,Growth,3.75,10021351.0,90.0
2019-04-02 23:44:26.786678668,7812668.0,,Apartment,6790.0,Dubai Marina,,28.0,1.0,2.0,"Garden, Pool",East,Under Construction,1.41,5.66,3.57,Stable,9.5,1736593.0,236.0
2019-04-03 04:07:16.363636364,13120760.0,Rent,Villa,12880.0,Business Bay,41.0,47.0,4.0,4.0,"Pool, Garden, Elevator, Gym",West,Needs Renovation,,5.06,3.73,Recession,9.39,4919059.0,302.0
2019-04-03 08:30:05.940594059,1532605.0,Sale,Apartment,14735.0,Business Bay,,26.0,6.0,1.0,Gym,West,Renovated,3.58,3.9,3.75,Growth,2.31,7260632.0,332.0
2019-04-03 12:52:55.517551755,12679657.0,,Land,12967.0,Dubai Marina,7.0,13.0,6.0,3.0,"Elevator, Pool, Gym, Garden",South,Under Construction,2.63,2.44,3.92,Growth,,1748838.0,274.0
2019-04-03 17:15:45.094509451,4821300.0,Rent,Villa,13809.0,Dubai Marina,23.0,14.0,3.0,2.0,"Garden, Gym, Pool, Elevator",West,Renovated,4.66,5.1,3.8,Stable,5.81,14802235.0,339.0
2019-04-03 21:38:34.671467147,6863276.0,,Penthouse,7130.0,Dubai Marina,7.0,47.0,,1.0,"Gym, Parking, Pool, Garden, Elevator",South,Needs Renovation,3.85,,3.55,Growth,9.94,14602989.0,107.0
2019-04-04 02:01:24.248424842,11108401.0,Rent,Villa,5852.0,Downtown Dubai,39.0,49.0,,5.0,"Pool, Elevator, Garden, Parking",West,Renovated,1.98,3.18,4.0,Recession,2.73,810301.0,127.0
2019-04-04 06:24:13.825382538,3191986.0,nan,Land,1608.0,Business Bay,0.0,7.0,1.0,4.0,"Garden, Gym, Elevator",South,Under Construction,2.95,2.34,3.99,Stable,5.08,3451067.0,312.0
2019-04-04 10:47:03.402340234,13709223.0,Sale,Land,1885.0,Jumeirah,31.0,0.0,3.0,5.0,"Parking, Elevator",South,New,1.31,2.19,3.83,Growth,1.74,7531170.0,231.0
2019-04-04 15:09:52.979297930,13231181.0,Rent,Villa,14928.0,,39.0,13.0,,5.0,"Parking, Garden, Elevator, Pool",West,Needs Renovation,,2.9,3.99,,1.84,3037715.0,215.0
2019-04-04 19:32:42.556255626,4327130.0,,Apartment,2830.0,Business Bay,37.0,20.0,5.0,2.0,Parking,West,Under Construction,4.64,5.44,3.62,Growth,4.49,9392224.0,358.0
2019-04-04 23:55:32.133213321,11591728.0,Sale,Land,10639.0,,14.0,7.0,,,"Gym, Elevator",East,Needs Renovation,3.77,2.04,3.93,,8.91,8969489.0,113.0
2019-04-05 04:18:21.710171017,9832465.0,Sale,Land,11234.0,Jumeirah,39.0,12.0,5.0,3.0,"Parking, Pool, Garden, Elevator, Gym",West,Renovated,2.55,2.41,3.78,Recession,7.75,1163358.0,67.0
2019-04-05 08:41:11.287128713,12736408.0,Rent,Villa,517.0,Downtown Dubai,29.0,43.0,6.0,1.0,"Elevator, Pool",East,Needs Renovation,2.97,4.24,3.77,Growth,4.94,11885058.0,60.0
2019-04-05 13:04:00.864086409,14446815.0,Sale,Penthouse,1423.0,Business Bay,42.0,30.0,2.0,2.0,"Elevator, Parking",East,Renovated,4.18,3.61,3.98,Stable,4.36,4059552.0,29.0
2019-04-05 17:26:50.441044104,2075726.0,Rent,Apartment,13523.0,Downtown Dubai,5.0,18.0,,3.0,Elevator,South,Under Construction,4.85,4.24,3.8,,4.72,12938837.0,363.0
2019-04-05 21:49:40.018001800,3994172.0,,Villa,7050.0,Business Bay,10.0,16.0,3.0,4.0,Pool,East,Needs Renovation,,2.43,3.74,Growth,7.28,,354.0
2019-04-06 02:12:29.594959496,10493900.0,Sale,Apartment,11330.0,Downtown Dubai,48.0,13.0,7.0,1.0,"Garden, Elevator",West,Renovated,1.98,5.71,3.63,Stable,7.28,6909156.0,266.0
2019-04-06 06:35:19.171917192,5385902.0,Sale,Land,13075.0,,42.0,36.0,,4.0,"Gym, Elevator",North,Under Construction,3.25,2.27,3.57,Recession,,5631337.0,219.0
2019-04-06 10:58:08.748874887,5111163.0,Sale,Apartment,12641.0,Downtown Dubai,17.0,30.0,6.0,5.0,"Pool, Gym, Parking",East,Needs Renovation,,5.19,3.67,Stable,6.82,4790374.0,131.0
2019-04-06 15:20:58.325832583,2237152.0,Rent,Townhouse,11664.0,Downtown Dubai,20.0,34.0,6.0,5.0,"Pool, Garden, Gym, Parking",nan,Renovated,2.71,2.5,3.82,Stable,8.16,,322.0
2019-04-06 19:43:47.902790279,9438335.0,Rent,Land,9089.0,Business Bay,37.0,20.0,6.0,2.0,"Pool, Elevator",West,Renovated,,5.69,3.57,Growth,5.67,4400819.0,5.0
2019-04-07 00:06:37.479747975,8353744.0,Rent,Townhouse,4426.0,,28.0,45.0,3.0,2.0,"Parking, Elevator, Pool",North,Under Construction,1.25,5.91,3.92,Growth,2.77,,108.0
2019-04-07 04:29:27.056705671,1207762.0,Sale,Land,11325.0,Business Bay,38.0,35.0,,2.0,Parking,South,Needs Renovation,2.61,5.16,3.55,Stable,0.42,4771469.0,315.0
2019-04-07 08:52:16.633663366,3483403.0,Sale,Villa,4718.0,Jumeirah,,20.0,7.0,2.0,"Garden, Gym, Pool",nan,Needs Renovation,3.99,5.13,3.74,Recession,3.18,8155176.0,232.0
2019-04-07 13:15:06.210621062,4699369.0,Rent,Land,11434.0,Palm Jumeirah,14.0,45.0,6.0,3.0,"Pool, Garden, Elevator",West,Under Construction,1.04,5.76,3.56,Stable,1.39,14260468.0,46.0
2019-04-07 17:37:55.787578758,10484478.0,Rent,Land,12086.0,Dubai Marina,45.0,20.0,4.0,3.0,"Garden, Gym, Elevator, Parking",South,Under Construction,4.0,3.07,3.54,Growth,6.39,604342.0,327.0
2019-04-07 22:00:45.364536454,1359395.0,Rent,Villa,1620.0,Jumeirah,21.0,41.0,9.0,3.0,"Garden, Elevator",West,Under Construction,3.52,5.96,3.63,Stable,3.27,2497623.0,87.0
2019-04-08 02:23:34.941494149,3891113.0,nan,Penthouse,5418.0,Dubai Marina,32.0,24.0,8.0,3.0,"Parking, Garden",East,New,3.23,,3.5,Stable,8.81,6750583.0,55.0
2019-04-08 06:46:24.518451845,14540053.0,Sale,Townhouse,5658.0,Downtown Dubai,12.0,2.0,1.0,3.0,Pool,East,Under Construction,3.35,5.16,3.54,Growth,5.14,13819490.0,28.0
2019-04-08 11:09:14.095409541,6599660.0,Sale,Villa,4802.0,Dubai Marina,29.0,49.0,,3.0,Pool,West,Needs Renovation,4.13,,3.84,Growth,7.32,1349412.0,215.0
2019-04-08 15:32:03.672367237,4480422.0,Sale,Penthouse,12141.0,Downtown Dubai,13.0,15.0,,,"Elevator, Gym, Parking",West,Renovated,2.42,5.93,3.95,Stable,9.68,,260.0
2019-04-08 19:54:53.249324932,13558779.0,Rent,Penthouse,1827.0,Palm Jumeirah,3.0,46.0,2.0,3.0,Elevator,nan,Under Construction,1.43,3.77,3.84,Stable,6.47,,320.0
2019-04-09 00:17:42.826282628,12938916.0,Sale,Land,3892.0,Downtown Dubai,24.0,44.0,2.0,5.0,Gym,East,New,2.99,4.34,3.54,Growth,8.51,7364645.0,177.0
2019-04-09 04:40:32.403240324,10147629.0,Sale,Penthouse,11530.0,Jumeirah,7.0,4.0,3.0,,"Parking, Gym, Elevator, Garden, Pool",North,Needs Renovation,4.15,2.25,3.8,Recession,6.88,4261109.0,326.0
2019-04-09 09:03:21.980198020,11521499.0,nan,Apartment,5333.0,Downtown Dubai,22.0,1.0,5.0,4.0,"Garden, Gym",West,New,3.3,3.07,3.92,Recession,3.02,7462027.0,185.0
2019-04-09 13:26:11.557155716,5300111.0,Rent,Land,11827.0,Palm Jumeirah,36.0,13.0,8.0,4.0,"Pool, Garden, Parking, Gym",West,Needs Renovation,1.26,3.86,3.92,Recession,6.39,6577366.0,83.0
2019-04-09 17:49:01.134113411,12817981.0,Rent,Apartment,9344.0,Jumeirah,,25.0,9.0,4.0,Parking,South,Renovated,3.22,3.75,3.96,Stable,7.01,,267.0
2019-04-09 22:11:50.711071107,4655061.0,nan,Apartment,6496.0,Palm Jumeirah,28.0,26.0,4.0,1.0,"Garden, Parking, Elevator",West,Needs Renovation,2.69,4.89,3.6,Stable,3.7,2585888.0,63.0
2019-04-10 02:34:40.288028803,12312238.0,nan,Apartment,13339.0,Downtown Dubai,1.0,32.0,2.0,1.0,"Gym, Elevator, Parking",North,Under Construction,4.65,4.5,3.61,Growth,0.53,,263.0
2019-04-10 06:57:29.864986499,3435473.0,Rent,Apartment,11257.0,Downtown Dubai,33.0,31.0,2.0,3.0,"Garden, Elevator, Pool, Gym, Parking",West,Needs Renovation,2.06,,3.93,,6.05,12558030.0,268.0
2019-04-10 11:20:19.441944194,5339813.0,Rent,Penthouse,8932.0,Downtown Dubai,,0.0,6.0,4.0,Garden,North,Renovated,,3.11,3.78,Growth,3.46,13546438.0,250.0
2019-04-10 15:43:09.018901890,12137123.0,Rent,Apartment,9259.0,Business Bay,42.0,30.0,7.0,5.0,Garden,West,Renovated,2.52,5.34,3.63,Stable,,3480697.0,80.0
2019-04-10 20:05:58.595859586,14910274.0,Sale,Villa,13300.0,Dubai Marina,48.0,8.0,6.0,2.0,"Gym, Garden",West,New,1.51,3.53,3.84,Recession,2.55,1581560.0,263.0
2019-04-11 00:28:48.172817282,11850065.0,Sale,Penthouse,2165.0,Jumeirah,34.0,47.0,4.0,3.0,Parking,East,Renovated,2.72,,3.53,Growth,5.97,1477924.0,62.0
2019-04-11 04:51:37.749774977,4366309.0,Sale,Apartment,10157.0,Palm Jumeirah,41.0,6.0,,2.0,"Gym, Pool, Garden, Elevator, Parking",West,Under Construction,4.23,4.71,3.74,Stable,3.83,6081087.0,160.0
2019-04-11 09:14:27.326732673,13986351.0,,Apartment,4313.0,Business Bay,48.0,25.0,1.0,1.0,Pool,North,Needs Renovation,2.66,4.78,3.9,Stable,4.59,9286429.0,34.0
2019-04-11 13:37:16.903690369,1629924.0,Sale,Townhouse,4350.0,Palm Jumeirah,23.0,7.0,7.0,5.0,Elevator,nan,Renovated,2.32,4.93,3.95,Stable,3.27,3208321.0,196.0
2019-04-11 18:00:06.480648065,9520927.0,Rent,Townhouse,9102.0,Business Bay,4.0,25.0,9.0,1.0,"Garden, Gym, Pool, Elevator",nan,Under Construction,2.7,5.06,3.79,Growth,7.76,1544597.0,196.0
2019-04-11 22:22:56.057605761,6441859.0,,Townhouse,5454.0,,36.0,22.0,3.0,5.0,"Elevator, Pool",East,New,3.99,2.28,3.51,Recession,2.67,6980157.0,66.0
2019-04-12 02:45:45.634563456,10918792.0,Sale,Villa,11375.0,Jumeirah,28.0,24.0,6.0,5.0,"Elevator, Parking, Garden, Pool, Gym",West,Renovated,4.5,4.04,3.97,Recession,7.38,3014328.0,271.0
2019-04-12 07:08:35.211521152,12042195.0,Sale,Land,11843.0,Palm Jumeirah,,2.0,,4.0,"Parking, Pool, Elevator, Garden, Gym",West,New,1.72,5.37,3.58,Recession,1.51,,258.0
2019-04-12 11:31:24.788478848,2705521.0,Sale,Apartment,10812.0,Downtown Dubai,12.0,3.0,7.0,4.0,"Elevator, Gym, Garden, Pool",South,Under Construction,4.17,4.54,3.58,Recession,9.59,9660216.0,188.0
2019-04-12 15:54:14.365436544,2517073.0,Sale,Land,9228.0,Business Bay,8.0,7.0,4.0,1.0,Pool,nan,New,1.27,5.47,3.85,Growth,7.75,12792803.0,207.0
2019-04-12 20:17:03.942394239,13810966.0,Rent,Land,14191.0,Business Bay,42.0,41.0,,1.0,"Parking, Gym, Pool, Garden",South,Renovated,4.42,3.1,3.65,Stable,,2222118.0,66.0
2019-04-13 00:39:53.519351935,12295967.0,Rent,Apartment,9419.0,Downtown Dubai,21.0,16.0,2.0,4.0,"Garden, Parking, Elevator",nan,Under Construction,2.87,4.42,3.62,Stable,5.87,8344496.0,68.0
2019-04-13 05:02:43.096309631,13360925.0,Rent,Apartment,8817.0,Palm Jumeirah,,23.0,,2.0,"Parking, Gym, Garden, Elevator",North,Renovated,2.47,2.61,3.62,Growth,2.85,4942797.0,336.0
2019-04-13 09:25:32.673267327,4202544.0,Sale,Apartment,6724.0,Business Bay,21.0,31.0,,,"Pool, Garden, Gym, Parking, Elevator",North,New,,4.04,3.54,Recession,1.2,500950.0,292.0
2019-04-13 13:48:22.250225022,2643123.0,nan,Townhouse,2200.0,Palm Jumeirah,35.0,12.0,8.0,1.0,"Elevator, Pool, Parking",North,Renovated,1.72,4.1,3.83,Growth,4.53,,211.0
2019-04-13 18:11:11.827182718,8557534.0,Rent,Land,2346.0,Downtown Dubai,17.0,49.0,6.0,5.0,Pool,West,New,1.93,2.99,3.97,Stable,6.67,6301425.0,208.0
2019-04-13 22:34:01.404140414,9394971.0,Sale,Townhouse,10147.0,Palm Jumeirah,7.0,44.0,1.0,3.0,"Elevator, Parking",North,Under Construction,3.06,2.08,3.65,Stable,,10089221.0,102.0
